,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
2427,No,Yes,No,No,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,Yes,P.M.,No,End,Yes,No,Circumstances,Yes,No,No,No,Yes,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,No,Yes,No,Yay people!,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2428,No,No,No,No,No,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Try first,No,No,Yes,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2429,No,Yes,No,No,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,No,No,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Talk,Technology,Yes,Yes,No,No,No,Demanding,Yes,PC,No,Risk-friendly,Yes,Yes!,No,Socialize,No,Online,No,Yes,Yes,Yes,Grrr people,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Own,Pessimist,Dad,Yes,Yes,Yes,No,Nope,No,No,No,Yes,No,No,Yes,No,Yes,No
2430,No,Yes,Yes,No,No,No,Public,No,Yes,No,No,No,Yes,No,Science,Try first,No,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,No,Yes,Circumstances,Yes,Yes,No,No,Yes,TMI,Yes,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
2431,No,Yes,No,No,Yes,No,Private,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,No,Receiving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,Yes,TMI,No,Yes,Talk,People,Yes,Yes,No,Yes,No,Demanding,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,No,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
2432,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,Yes,No,No,Yes,Yes,TMI,No,Yes,Talk,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Nope,No,No,No,Yes,Yes,Yes,Only-child,No,No,Yes
2433,Yes,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,No,Yes,Mysterious,No,No,Talk,People,No,No,Yes,Yes,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Only-child,No,No,No
2434,No,Yes,No,Yes,No,Yes,Private,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,No,No,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
2435,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,No,Science,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,No,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2436,No,No,No,No,Yes,Yes,Public,No,No,Yes,Yes,No,No,Yes,Science,Study first,Yes,No,No,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Rent,Optimist,Mom,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
2437,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Receiving,No,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
2438,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,No,TMI,No,No,Talk,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,Online,Yes,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,Yes,No,Yes,Only-child,No,No,No
2439,No,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,No,No,No,Giving,No,No,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,No,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,Yes,No,No
2440,Yes,Yes,No,No,No,No,Public,No,No,No,Yes,No,No,No,Science,Study first,Yes,Yes,Yes,Yes,Receiving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,Yes,Yes,Mysterious,Yes,No,Talk,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Rent,Pessimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Only-child,Yes,Yes,Yes
2441,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,No,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,No,Yes,Yes,No,No,TMI,No,Yes,Talk,Technology,Yes,No,Yes,No,Yes,Demanding,Yes,Mac,No,Cautious,No,Umm...,No,Space,No,Online,Yes,No,Yes,No,Grrr people,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
2442,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,No,No,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Talk,Technology,No,No,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Own,Pessimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2443,Yes,Yes,No,Yes,Yes,Yes,Private,No,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,No,End,No,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,No,Grrr people,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,Yes,Yes,No,No,Nope,Yes,No,Yes,Yes,No,No,Yes,No,No,No
2444,Yes,Yes,No,No,No,No,Private,No,No,No,No,No,Yes,No,Science,Study first,Yes,No,No,Yes,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
2445,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,No,Science,Study first,Yes,No,No,No,Giving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,PC,No,Cautious,Yes,Yes!,No,Socialize,No,Online,Yes,No,No,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,No
2446,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,Yes,No,No,Yes,Giving,No,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,No,No,No,Yes,No,TMI,No,No,Tunes,People,No,Yes,No,No,No,Demanding,No,Mac,No,Risk-friendly,Yes,Umm...,Yes,Space,No,Online,Yes,Yes,Yes,No,Grrr people,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
2447,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,No,Yes,No,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Only-child,Yes,Yes,No
2448,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
2449,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
2450,No,Yes,Yes,Yes,No,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Art,Study first,No,No,No,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Talk,Technology,No,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Only-child,No,No,Yes
2451,No,No,No,No,Yes,No,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Study first,Yes,No,No,Yes,Giving,Yes,No,Idealist,Yes,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,No,Start,No,Yes,Me,No,Yes,No,No,No,Mysterious,Yes,No,Talk,People,No,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,No,No,No,Yes,Grrr people,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No
2452,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,No,Start,Yes,Yes,Me,No,No,No,No,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,No,Grrr people,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
2453,No,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,No,No,No,No,Yes,No,Yes,Yes,No,No
2454,Yes,No,No,No,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,No,Receiving,No,Yes,Pragmatist,No,No,Hot headed,Odd hours,Yes,Right,No,Yes,No,No,P.M.,No,End,No,No,Me,No,Yes,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,Yes,No,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Own,Pessimist,Dad,No,No,No,No,Nope,Yes,No,No,Yes,No,No,Only-child,No,No,Yes
2455,Yes,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Talk,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,No,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Rent,Optimist,Mom,Yes,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
2456,Yes,No,No,Yes,Yes,Yes,Private,No,Yes,No,No,No,No,Yes,Art,Study first,No,No,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,No,Yes,Circumstances,No,Yes,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,Yes,Mac,Yes,Cautious,Yes,Umm...,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
2457,No,No,No,No,No,Yes,Private,Yes,Yes,No,Yes,No,Yes,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,No,No,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
2458,No,Yes,No,Yes,Yes,No,Private,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,No,Yes,Yes,Supportive,No,PC,No,Cautious,Yes,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Rent,Pessimist,Dad,No,No,Yes,No,Check!,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
2459,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,No,No,Yes,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,No,No,Yes,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,No,Yes,Yes,TMI,No,No,Talk,Technology,Yes,No,No,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,No,Yay people!,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Own,Optimist,Mom,Yes,Yes,Yes,No,Nope,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
2460,Yes,Yes,No,Yes,No,Yes,Private,Yes,Yes,No,No,No,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,No,No,No,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,Online,No,Yes,No,Yes,Grrr people,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2461,No,No,Yes,Yes,No,Yes,Public,No,No,No,Yes,No,Yes,No,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,TMI,No,No,Tunes,Technology,Yes,Yes,No,Yes,Yes,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,No,Yes,Yay people!,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Own,Optimist,Mom,No,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
2462,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,No,No,No,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,Yes,Mac,No,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
2463,No,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,No,Yes,No,P.M.,No,Start,Yes,No,Me,No,No,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,No,Yes,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
2464,Yes,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,No,No,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,Idealist,Yes,No,Hot headed,Standard hours,Yes,Happy,No,No,No,Yes,A.M.,Yes,Start,No,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Rent,Optimist,Dad,No,No,No,Yes,Nope,No,Yes,No,Yes,No,Yes,Yes,No,No,No
2465,No,No,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,No,No,No,Yes,No,No,Yes,No,No,No
